 stabbr, psuid, wt_nrdad, lolv, lnlv, hhmn, lolvnliv, r_type, grnd_cn, singmult, r_res3, lowflor, bldg_age, r_basemt, basentr, gaswthtr, tight, ventfreq
VA    ,            36,    8034.588,       0.626,       0.626,       0.540, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  2    ,  2    ,  1    ,  2    
VA    ,            36,    8034.588,       5.773,       5.773,       3.812, 2     ,  5    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  2    ,  2    ,  2    ,  2    
VA    ,            36,    8034.588,       1.596,       4.070,       1.596, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  2    
VA    ,            36,    8261.012,       0.567,       0.567,       0.567, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  2    
VA    ,            36,    8034.588,       2.060,       2.060,       1.709, 2     ,  5    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  2    
VA    ,            36,    8034.588,       0.591,       0.591,       0.543, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  2    ,  2    ,  1    ,  4    
VA    ,            36,    8034.588,       0.874,       2.040,       0.874, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  3    
VA    ,            36,    8034.588,       1.454,       2.926,       1.454, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  1    
MS    ,            51,   23914.168,       1.462,       1.462,       1.462, 2     , 98    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   23914.168,       0.674,       0.674,       0.674, 2     ,  1    , 1     , 2     , 3     ,  5    ,  2    ,  2    , 77    ,  1    ,  1    ,  4    
MS    ,            51,   23914.168,       0.587,       0.587,       0.587, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   23914.168,       0.799,       0.799,       0.799, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   23763.922,       0.461,       1.217,       0.461, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  2    ,  1    ,  1    ,  2    
MS    ,            51,   23763.922,       1.724,       2.290,       1.724, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  3    
MS    ,            51,   23914.168,       0.944,       0.944,       0.944, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            51,   23914.168,       0.772,       0.772,       0.772, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  3    ,  4    
MS    ,            51,   23914.168,       0.649,       0.649,       0.666, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   26278.609,       0.757,       0.757,       0.757, 2     , 77    , 2     , 1     , 1     ,  2    ,  3    ,  2    , 77    ,  2    ,  3    ,  4    
MS    ,            51,   23914.168,       2.481,       2.481,       2.481, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   23914.168,       0.678,       0.678,       0.678, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   23914.168,       1.069,       1.069,       1.069, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   22998.660,       2.865,       2.865,       2.865, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   22998.660,       0.636,       0.636,       0.636, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   22998.660,       1.444,       1.444,       1.444, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            51,   22998.660,       1.797,       1.797,       1.797, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   22998.660,       2.730,       2.730,       2.730, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   22998.660,       1.031,       1.031,       1.031, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  2    ,  5    
MS    ,            51,   22998.660,       4.374,       4.374,       4.374, 2     ,  1    , 1     , 2     , 3     , 77    ,  1    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   22998.660,       1.006,       1.006,       1.006, 2     ,  1    , 1     , 2     , 3     , 77    ,  1    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   22998.660,       0.377,       0.377,       0.351, 2     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   22998.660,       0.764,       0.764,       0.764, 2     ,  1    , 1     , 2     , 3     , 77    ,  1    ,  2    , 77    ,  2    ,  3    ,  4    
MS    ,            51,   22998.660,       1.632,       1.632,       1.632, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   22998.660,       0.698,       0.698,       0.698, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   22998.660,       1.527,       1.527,       1.414, 2     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            51,   17482.450,       0.237,       0.237,       0.237, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   17482.450,       0.487,       0.487,       0.487, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   17482.450,       0.356,       0.356,       0.356, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            51,   17482.450,       0.303,       0.303,       0.303, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  3    ,  4    
MS    ,            51,   17482.450,       0.555,       0.555,       0.555, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   17482.450,       0.239,       0.239,       0.239, 2     , 77    , 2     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  1    
MS    ,            51,   17482.450,       0.636,       0.636,       0.636, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   17482.450,       0.499,       0.499,       0.499, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   17372.613,       0.434,       1.369,       0.434, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  2    ,  2    ,  1    ,  2    
MS    ,            51,   17482.450,       0.658,       0.658,       0.658, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  3    
MS    ,            51,   17482.450,       0.713,       0.713,       0.713, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  4    
MS    ,            51,   17482.450,       1.160,       1.160,       1.160, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  1    
MS    ,            51,   17482.450,       0.962,       0.962,       0.962, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   17372.613,       0.747,       1.649,       0.747, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  1    
MS    ,            51,   17482.450,       0.437,       0.437,       0.437, 2     , 77    , 2     , 2     , 2     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   17482.450,       0.552,       0.552,       0.552, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   17482.450,       0.420,       0.420,       0.420, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   17482.450,       0.474,       0.474,       0.474, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   17482.450,       0.217,       0.217,       0.217, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  1    
MS    ,            51,   17372.613,       0.229,       0.100,       0.229, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  2    ,  2    ,  2    ,  3    
MS    ,            51,   17482.450,       0.354,       0.354,       0.354, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  3    
MS    ,            51,   17482.450,       0.228,       0.228,       0.228, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  1    
MS    ,            51,   17482.450,       0.313,       0.313,       0.313, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   17482.450,       0.577,       0.577,       0.577, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            51,   17482.450,       0.769,       0.769,       0.769, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            51,   23763.922,       2.602,       2.602,       1.714, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  2    
MS    ,            51,   23914.168,       0.510,       0.510,       0.510, 2     ,  4    , 1     , 2     , 3     , 77    ,  1    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   23914.168,       0.442,       0.442,       0.442, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  3    ,  4    
MS    ,            51,   23914.168,       0.411,       0.411,       0.411, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  2    ,  3    
MS    ,            51,   23914.168,       0.854,       0.854,       0.854, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            51,   17482.450,       0.731,       0.731,       0.731, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            51,   17482.450,       0.318,       0.318,       0.318, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  3    ,  1    
MS    ,            51,   17482.450,       0.436,       0.436,       0.436, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  3    ,  1    
MS    ,            52,   30292.445,       0.637,       0.637,       0.637, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            52,   30292.445,       0.635,       0.635,       0.635, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            52,   30292.445,       1.044,       1.044,       1.044, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  3    ,  1    
MS    ,            52,   30292.445,       0.272,       0.272,       0.272, 2     , 77    , 1     , 2     , 2     , 77    ,  2    ,  2    , 77    ,  2    ,  3    ,  3    
MS    ,            52,   30102.127,       2.558,       2.558,       2.104, 2     ,  4    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  2    ,  1    ,  3    
MS    ,            52,   30292.445,       1.841,       1.841,       1.841, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  3    
MS    ,            52,   30292.445,       0.696,       0.696,       0.696, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  2    ,  4    
MS    ,            52,   30292.445,       0.410,       0.410,       0.410, 2     ,  1    , 1     , 2     , 3     , 77    ,  1    ,  2    , 77    ,  2    ,  1    ,  3    
MS    ,            52,   30292.445,       0.623,       0.623,       0.623, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   30292.445,       1.055,       1.055,       1.055, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  1    
MS    ,            52,   17482.450,       0.329,       0.329,       0.329, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  1    
MS    ,            52,   17482.450,       0.530,       0.530,       0.530, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            52,   17482.450,       1.941,       1.941,       1.941, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   17372.613,       1.241,       1.241,       1.241, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    , 98    ,  2    ,  1    ,  5    
MS    ,            52,   17482.450,       0.819,       0.819,       0.819, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   17482.450,       1.129,       1.129,       1.129, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  2    
MS    ,            52,   17482.450,       0.359,       0.359,       0.359, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   17372.613,       0.549,       0.549,       0.549, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  1    , 98    ,  2    ,  1    ,  4    
MS    ,            52,   17482.450,       0.889,       0.889,       0.889, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
MS    ,            52,   17482.450,       0.513,       0.513,       0.389, 2     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  1    ,  1    ,  4    
MS    ,            52,   23914.168,       0.403,       0.403,       0.403, 2     , 77    , 2     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  2    
MS    ,            52,   23914.168,       0.799,       0.799,       0.799, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  2    ,  1    
MS    ,            52,   23914.168,       1.224,       1.224,       1.224, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   23914.168,       0.369,       0.369,       0.369, 2     ,  1    , 1     , 2     , 3     , 77    , 94    ,  2    , 77    ,  2    ,  2    ,  5    
MS    ,            52,   23914.168,       0.703,       0.703,       0.703, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   23914.168,       1.011,       1.011,       1.011, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  4    
MS    ,            52,   23914.168,       0.412,       0.412,       0.412, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  3    ,  5    
MS    ,            52,   23914.168,       0.445,       0.445,       0.445, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            52,   23914.168,       1.149,       1.149,       1.149, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  5    
MS    ,            52,   26278.609,       0.632,       0.632,       0.632, 2     , 77    , 2     , 1     , 1     , 98    ,  3    ,  2    , 77    ,  2    ,  1    ,  2    
MS    ,            52,   23914.168,       0.228,       0.228,       0.228, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  1    
MS    ,            52,   17482.450,       0.152,       0.152,       0.152, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
